surname,creditscore,geography,gender,age,tenure,balance,numofproducts,hascrcard,isactivemember,estimatedsalary,exited
Davies,623,France,Female,39,1,160903.2,1,0,0,78774.36,0
Hardy,765,Germany,Male,43,4,148962.76,1,0,1,173878.87,1
Chimezie,573,France,Male,26,8,86270.93,2,1,1,90177.3,0
Yen,558,France,Male,40,6,0.0,2,1,0,173844.89,0
Sun,509,Spain,Female,25,3,108738.71,2,1,0,106920.57,0
Begum,688,France,Female,54,9,0.0,1,1,0,191212.63,1
Shen,709,France,Female,24,3,110949.41,1,1,1,168515.61,0
Panicucci,703,Spain,Male,73,5,137761.55,1,1,1,159677.46,0
Shaw,565,Germany,Male,52,5,97720.35,2,1,0,175070.94,1
Lavrentiev,647,Germany,Female,35,3,166518.63,2,1,0,147930.46,0
Fallaci,640,France,Female,33,6,84719.13,2,1,1,113048.79,0
Martin,692,France,Female,30,7,0.0,2,1,1,18826.34,0
Henderson,584,France,Female,39,2,112687.69,1,1,1,127749.61,0
Lei,665,Germany,Female,51,9,110610.41,2,0,1,1112.76,1
Jamieson,809,France,Female,38,2,154763.21,2,1,1,174800.31,0
Gibney,657,France,Male,44,6,76495.04,1,1,0,79071.89,0
Shaw,630,Germany,Female,31,2,112373.49,2,1,1,131167.98,0
Tung,710,France,Male,40,5,0.0,2,0,0,162878.96,0
Geoghegan,537,France,Female,45,7,158621.04,1,1,0,120892.96,1
West,550,Germany,Female,45,8,111257.59,1,0,0,97623.42,1
Moss,836,Spain,Female,41,7,150302.84,1,1,1,156036.19,0
Chibueze,627,France,Male,27,1,62092.9,1,1,1,105887.04,0
Olson,644,France,Male,37,6,117271.8,2,1,0,104217.96,1
Romano,587,Germany,Female,39,6,101851.8,2,1,0,7103.71,0
Mordvinova,630,France,Female,36,8,126598.99,2,1,1,134407.93,0
Uvarova,763,France,Female,35,7,115651.6,2,1,1,104706.29,0
McDonald,732,France,Male,41,8,0.0,2,1,1,170886.17,0
Shaw,503,Spain,Male,25,7,0.0,1,0,1,192841.13,0
Torkelson,595,France,Male,46,10,0.0,1,1,0,73489.15,1
Rose,663,France,Male,67,9,0.0,3,1,1,72318.77,0
Blair,841,France,Male,74,9,108131.53,1,0,1,60830.38,0
Dolgorukova,531,Germany,Female,64,2,175754.87,2,1,1,60721.4,0
McWilliam,534,Spain,Female,33,3,151233.62,1,0,0,199336.63,0
Mackay,776,Germany,Female,37,1,93124.04,2,1,1,196079.32,0
Mitchell,700,France,Male,38,8,134811.3,1,1,0,1299.75,0
Cook,572,Spain,Male,23,2,126873.52,1,0,1,67040.12,0
Yang,514,Spain,Male,30,7,0.0,1,0,1,125010.24,0
Muir,626,France,Male,43,4,137638.69,1,1,0,130442.08,1
Liu,590,France,Male,47,3,0.0,2,1,0,171774.5,0
Prokhorova,682,Spain,Female,47,10,134032.01,1,1,0,144290.97,0
Barry,456,Spain,Male,32,9,147506.25,1,1,1,135399.21,0
Tipton,533,Spain,Male,38,1,135289.33,2,0,1,152956.33,0
Ho,625,Spain,Male,32,7,106957.28,1,1,1,134794.02,0
Nwachukwu,528,France,Male,34,1,125566.9,1,1,1,176763.27,0
Townsend,624,Spain,Male,51,5,174397.21,2,1,1,172372.63,0
Bage,584,Spain,Female,59,1,0.0,1,0,1,130260.11,1
Buckley,615,France,Male,39,4,133707.09,1,1,1,108152.75,0
Weaver,555,Spain,Male,21,1,0.0,2,0,0,103901.35,0
Fiorentini,500,Spain,Female,50,5,0.0,4,1,1,83866.35,1
Sozonov,838,Spain,Male,43,9,123105.88,2,1,0,145765.83,0
Lei,507,France,Male,41,3,58820.32,2,1,1,138536.09,0
Ozioma,591,France,Male,24,6,147360.0,1,1,1,25310.82,0
Ijendu,662,France,Male,44,8,0.0,2,1,1,175314.87,0
Ampt,743,Spain,Male,43,2,161807.18,2,0,1,93228.86,1
Toscano,604,France,Female,53,2,121389.78,1,1,1,48201.64,1
Wilkinson,777,France,Male,37,1,0.0,1,1,1,126837.72,0
Mancini,695,France,Female,42,5,0.0,1,0,1,72172.13,1
McGuirk,666,France,Male,39,10,0.0,2,1,0,102999.33,0
Ts'ao,831,France,Female,34,2,0.0,2,0,0,165840.94,0
Pisani,470,Spain,Male,31,4,55732.92,2,1,1,103792.53,0
Enyinnaya,608,France,Male,33,9,89968.69,1,1,0,68777.26,0
Fleming,812,Spain,Male,38,3,127117.8,2,1,1,174822.74,0
T'ien,705,France,Male,92,1,126076.24,2,1,1,34436.83,0
Tikhonov,427,Spain,Female,39,9,0.0,2,1,0,28368.37,0
Clayton,586,Spain,Female,28,2,0.0,2,1,1,92067.35,0
MacDonald,535,France,Male,47,0,160729.1,1,0,1,145986.35,0
Wood,753,France,Male,35,4,0.0,2,1,1,106303.4,0
Thompson,617,France,Male,25,1,102585.88,2,1,1,115387.4,0
Chang,514,France,Male,32,8,0.0,2,1,0,95857.18,0
Owen,725,Germany,Male,39,1,50880.98,2,1,1,184023.54,0
Lo Duca,644,Spain,Male,26,8,96659.64,2,1,1,138775.69,0
Lazareva,586,Spain,Male,42,6,0.0,2,1,1,123410.23,0
Tung,605,France,Male,52,1,63349.75,1,1,0,108887.44,0
Chukwubuikem,558,France,Male,27,1,152283.39,1,1,0,183271.15,0
Udokamma,657,France,Male,38,7,0.0,2,1,0,185827.74,0
Fleetwood-Smith,677,Spain,Male,18,8,134796.87,2,1,1,114858.9,0
Mackenzie,502,France,Male,30,4,0.0,2,1,1,66263.87,0
Chukwujekwu,595,Germany,Female,64,2,105736.32,1,1,1,89935.73,1
Toscani,613,France,Male,36,9,131307.11,1,0,0,83343.73,0
Chimezie,705,Germany,Female,37,3,109974.22,1,1,1,36320.87,1
Hancock,686,France,Male,34,6,146178.13,2,1,1,88837.11,0
Carter,548,Germany,Male,32,5,175214.71,1,1,1,155165.61,0
Allen,619,Germany,Female,41,8,142015.76,2,1,0,114323.66,0
Okeke,606,France,Female,35,0,135984.15,2,1,0,186778.89,0
Velazquez,614,France,Male,51,4,40685.92,1,1,1,46775.28,0
Ifesinachi,666,Germany,Female,59,8,152614.51,2,1,1,188782.3,0
Paterson,731,Germany,Female,21,8,132312.06,1,1,0,106663.46,1
Moretti,680,France,Male,33,1,123082.08,1,1,0,134960.98,0
Power,710,Spain,Female,30,10,0.0,2,1,0,19500.1,0
Alexeeva,593,Germany,Female,62,3,118233.81,1,0,1,24765.53,1
Morgan,807,France,Female,36,4,0.0,2,0,1,147007.33,0
Simmons,640,Spain,Male,29,5,197200.04,2,1,0,141453.62,0
Hammonds,743,France,Male,36,4,0.0,2,1,1,190911.02,0
Yeh,788,France,Female,41,6,0.0,1,1,1,25571.37,0
Moroney,735,France,Male,43,9,127806.91,1,1,1,73069.59,0
Burgoyne,497,Spain,Male,44,2,121250.04,1,0,1,79691.4,0
Weston,516,France,Female,40,9,0.0,2,0,1,33266.29,0
Chidiebere,629,France,Male,44,5,0.0,4,0,0,117572.59,1
Han,555,France,Female,44,3,105770.7,3,1,0,60533.96,1
Conway,639,Spain,Female,54,2,0.0,2,1,1,53843.71,0
Sanders,650,Spain,Male,71,0,0.0,1,1,1,175380.77,0
Jamieson,744,France,Male,29,1,0.0,1,0,0,82422.97,0
Onyekachukwu,565,France,Female,40,2,0.0,2,1,1,129956.13,0
Su,619,France,Female,28,3,0.0,2,1,0,53394.12,0
Robinson,574,France,Male,34,1,112572.39,1,0,0,165626.6,0
Peyser,720,France,Female,34,6,110717.38,1,1,1,9398.45,0
Fang,648,France,Female,39,6,130694.89,2,1,1,153955.38,1
K'ung,612,Spain,Female,62,0,167026.61,2,1,1,192892.05,0
Charlton,776,Germany,Male,33,8,115130.34,1,0,0,129525.5,1
Stevens,686,Spain,Female,47,6,0.0,1,1,0,32080.69,1
Ferri,654,Spain,Male,40,5,105683.63,1,1,0,173617.09,0
Hughes,676,France,Female,43,2,0.0,1,1,1,55119.53,0
Liu,667,Germany,Male,33,9,124573.33,2,0,0,683.37,0
She,518,France,Female,45,9,105525.65,2,1,1,73418.29,0
Shao,700,France,Female,36,4,0.0,2,1,0,130789.15,0
Doherty,710,France,Female,32,3,0.0,1,1,0,94790.34,0
Windradyne,528,Spain,Male,40,4,0.0,2,1,0,25399.7,0
Evdokimov,748,Spain,Male,60,3,0.0,2,1,1,78194.37,0
Manning,663,Germany,Male,42,7,115930.87,1,1,0,19862.78,0
Huang,743,France,Male,43,5,0.0,2,0,0,113079.19,1
Chioke,753,France,Female,38,6,142263.45,1,0,1,33730.43,0
Loggia,542,Spain,Male,34,8,108653.93,1,0,1,144725.14,0
Seabrook,643,France,Female,45,4,45144.43,1,1,0,60917.24,1
Morrison,734,Germany,Female,47,10,91522.04,2,1,1,138835.91,0
Simmons,522,Spain,Male,30,3,0.0,2,1,0,145490.85,0
Lorenzo,662,France,Male,34,2,117731.79,2,0,1,55120.79,0
Tan,603,France,Male,31,8,0.0,2,1,1,169915.02,0
Chikezie,550,France,Female,48,6,0.0,2,1,1,191870.28,0
Meany,706,Spain,Male,29,2,0.0,2,1,1,18255.51,0
Loggia,628,Germany,Female,45,6,53667.44,1,1,0,115022.94,0
McGarry,430,France,Male,35,1,118894.22,1,0,0,2923.61,0
Vincent,516,France,Female,46,6,62212.29,1,0,1,171681.86,1
Wang,653,France,Male,51,3,0.0,1,1,0,170426.65,1
Norman,504,Germany,Male,56,9,104217.3,1,0,0,55857.48,1
Brookes,816,Germany,Female,38,5,130878.75,3,1,0,71905.77,1
Kwemtochukwu,850,Germany,Male,32,3,137714.25,1,0,1,159403.68,0
Vicars,850,France,Female,43,3,0.0,2,0,0,2465.8,0
Wallace,709,Spain,Female,37,8,0.0,3,1,0,71738.56,0
Jen,602,Germany,Male,38,2,71667.97,2,0,0,137111.89,0
Edgar,445,Spain,Male,62,1,64119.38,1,1,1,76569.64,1
Farmer,507,Germany,Male,31,9,111589.67,1,1,0,150037.19,0
Gboliwe,818,Germany,Male,43,10,105301.5,1,1,1,78941.59,0
Muir,744,France,Male,42,1,112419.92,1,1,1,83022.92,0
Korovin,526,Spain,Female,36,5,91132.18,1,0,0,58111.71,0
Duncan,675,France,Male,54,2,0.0,1,1,0,149583.67,1
Odili,676,France,Female,61,8,0.0,2,1,1,118522.73,0
Shen,579,Germany,Female,64,6,145215.43,1,1,1,164083.72,0
Campbell,806,Spain,Female,37,2,137794.18,2,0,1,75232.02,0
Quinn,701,Spain,Female,21,9,0.0,2,1,1,26327.42,0
Chinwendu,569,France,Male,35,10,124525.52,1,1,1,193793.78,0
Kay,476,France,Female,34,10,0.0,2,1,0,26260.98,0
Allardyce,591,France,Female,38,2,142289.28,1,0,1,119638.85,0
Henderson,746,France,Male,37,2,0.0,2,1,0,143194.05,0
Schofield,838,France,Female,34,8,0.0,2,1,0,27472.07,0
Romani,816,Spain,Male,67,6,151858.98,1,1,1,72814.31,0
Mancini,718,Spain,Female,49,10,82321.88,1,0,1,11144.4,0
Howe,774,Spain,Female,43,1,110646.54,1,0,0,108804.28,0
He,590,Spain,Female,44,3,139432.37,1,1,0,62222.81,0
Barber,720,Germany,Male,46,3,97042.6,1,1,1,133516.51,1
Pai,639,Germany,Male,38,5,130170.82,1,1,1,149599.62,0
Munson,563,Spain,Male,24,7,0.0,2,0,0,16319.56,0
Pinto,567,Spain,Male,40,8,28649.64,1,1,1,95140.62,0
T'ien,621,France,Male,35,7,87619.29,1,1,0,143.34,0
Li,798,France,Male,22,8,0.0,2,1,0,107615.43,0
Lorenzo,804,Spain,Male,33,7,76548.6,1,0,1,98453.45,0
Lloyd,631,France,Male,51,8,100654.8,1,1,0,171587.9,0
Moss,756,Spain,Male,30,2,145127.85,1,0,0,7554.68,0
Sinnett,736,France,Male,43,4,202443.47,1,1,0,72375.03,0
Sabbatini,772,Germany,Male,42,3,75075.31,2,1,0,92888.52,1
Wilson,732,France,Male,36,5,0.0,2,1,0,161428.25,0
Palazzi,710,Spain,Male,35,1,106518.52,1,1,1,127951.81,0
Akabueze,453,Germany,Female,40,1,111524.49,1,1,1,120373.84,1
Sabbatini,819,France,Male,35,1,0.0,2,0,1,3385.04,0
Cheng,584,France,Male,38,1,115341.55,1,0,1,173632.92,0
Burns,625,France,Female,39,5,0.0,2,1,0,32615.21,0
Nelson,558,Spain,Male,45,4,0.0,1,1,0,131807.14,0
Patterson,680,Spain,Female,58,8,0.0,2,1,1,65708.5,0
Virgo,744,France,Female,38,9,0.0,2,0,0,20940.76,0
Davis,725,France,Male,46,6,0.0,2,1,0,161767.38,0
Ferreira,564,Germany,Female,62,5,114931.35,3,0,1,18260.98,1
Tennant,527,France,Female,32,7,0.0,2,1,1,44099.75,0
Garcia,636,France,Female,39,3,118336.14,1,1,0,184691.77,0
Woods,684,France,Female,27,9,122550.05,2,0,1,137835.82,0
Hu,650,France,Male,37,9,0.0,2,1,0,17974.08,0
Ifeanacho,698,France,Female,51,6,144237.91,4,1,0,157143.61,1
Maslov,592,France,Female,34,9,0.0,2,1,1,20460.2,0
Onyemauchechi,679,France,Male,36,1,97234.58,1,1,0,188997.08,0
Marino,494,France,Female,35,9,112727.06,2,1,0,183752.91,0
Calabresi,717,Germany,Female,28,9,82498.14,2,0,0,40437.67,0
Prokhorova,751,France,Male,31,8,0.0,2,0,0,17550.49,0
Bird,680,Spain,Male,42,0,0.0,1,1,0,136377.21,0
Davis,635,Germany,Male,53,8,117005.55,1,0,1,123646.57,1
Wilkins,576,France,Female,29,5,108541.04,1,1,1,126469.09,0
Thornton,673,Spain,Male,43,8,127132.96,1,0,1,6009.27,1
Ting,818,France,Female,49,2,0.0,1,0,1,192298.84,1
Ford,642,France,Male,26,1,138023.79,2,0,1,117060.2,0
Gerasimov,666,France,Male,30,7,109805.3,1,0,1,163625.56,0
Odell,842,France,Male,29,8,0.0,2,1,1,123437.05,0
Yen,539,France,Female,22,0,100885.93,2,1,1,38772.65,0
Seleznev,600,France,Male,46,10,95502.21,1,0,0,19842.18,0
Chimezie,725,France,Female,36,1,118851.05,1,1,1,102747.02,0
Streeton,670,Spain,Female,20,4,0.0,2,1,0,119759.24,0
Li,723,France,Male,48,7,0.0,2,1,1,150694.58,0
Millar,480,France,Male,40,6,148790.61,1,0,1,79329.7,0
McKay,559,France,Female,43,1,0.0,2,1,1,196645.87,0
Gilroy,522,France,Female,34,3,0.0,2,1,1,3894.34,0
Zuyeva,724,Spain,Male,41,5,0.0,1,0,1,115753.94,0
Davis,600,Germany,Male,53,7,106261.63,1,1,0,93629.66,1
Chinedum,602,Spain,Male,30,9,113672.18,2,0,0,102135.92,0
Fiorentino,715,France,Male,23,7,139224.92,2,1,0,65057.71,0
Eva,516,France,Female,47,6,109387.33,1,0,0,121365.45,0
Mead,422,France,Male,41,6,153238.88,1,1,0,11663.09,0
Chu,736,Spain,Female,26,4,135889.13,1,1,1,165692.03,0
Uwakwe,744,France,Female,44,3,0.0,2,1,1,189016.14,0
Huang,717,Spain,Male,33,1,99106.73,1,0,0,194467.23,0
Scott,601,France,Male,46,2,99786.07,1,1,1,32683.88,1
Tan,770,Germany,Male,45,4,110765.68,1,1,0,26163.74,1
Cole,670,France,Female,41,10,0.0,3,1,0,81602.02,0
Black,671,France,Female,31,7,41299.03,1,0,1,102681.32,0
Robb,732,France,Female,35,3,0.0,2,1,0,90876.95,0
Ko,714,Germany,Male,54,4,137986.58,2,0,1,51308.54,1
Onyeoruru,729,France,Male,67,2,94203.8,1,0,1,102391.06,0
Trevisani,694,France,Male,40,9,0.0,2,1,0,40463.03,0
Zuyeva,606,Germany,Female,32,1,106301.85,2,0,1,59061.25,0
Stevenson,729,France,Female,38,7,0.0,2,0,0,45779.9,0
Moore,652,Spain,Male,41,8,115144.68,1,1,0,188905.43,0
Davison,648,Germany,Female,51,2,116574.84,1,1,0,4121.04,1
Chiang,777,Germany,Male,35,7,122917.69,1,1,1,76169.68,0
Mahon,849,France,Female,41,9,115465.28,1,1,0,103174.5,0
Rice,405,France,Male,39,10,0.0,1,1,0,160810.85,1
McDonald,569,France,Male,43,7,0.0,2,1,0,52534.81,0
Mancini,683,France,Female,32,9,0.0,2,1,1,24991.92,0
Cawthorne,468,Spain,Male,28,3,0.0,2,1,0,170661.02,0
Milanesi,554,France,Female,43,10,0.0,2,1,0,149629.13,1
Bray,540,Germany,Male,35,7,127801.88,1,0,1,84239.46,0
Tobeolisa,547,France,Female,32,2,0.0,2,1,0,132002.83,0
Radcliffe-Brown,615,Germany,Male,24,8,108528.07,2,0,0,179488.41,1
Giordano,663,Spain,Female,33,8,96769.04,1,1,1,36864.05,0
Wofford,643,France,Male,30,5,94443.77,1,1,1,165614.4,0
Teague,675,Spain,Female,35,8,155621.08,1,0,1,35177.31,0
Walton,701,France,Female,43,2,160416.56,1,0,1,37266.43,0
Folliero,521,Germany,Female,61,0,125193.96,1,1,1,109356.53,0
Martin,569,Germany,Male,30,6,106629.49,1,0,1,44114.88,0
De Salis,702,Spain,Female,35,8,14262.8,2,1,0,54689.16,0
Onio,503,Spain,Male,32,9,100262.88,2,1,1,157921.25,0
Chidiegwu,821,Germany,Male,45,0,135827.33,2,1,1,131778.58,0
Graham,764,Spain,Male,38,4,113607.47,1,1,0,91094.46,0
Tu,538,France,Female,38,8,88758.95,2,0,0,28226.15,1
Vasiliev,800,Germany,Male,39,4,95252.72,1,1,0,13906.34,0
Peng,577,France,Female,46,1,0.0,1,1,1,158750.53,0
Moretti,597,Spain,Female,46,4,0.0,2,1,0,58667.16,1
Liang,543,Germany,Male,41,6,143350.41,1,1,1,192070.16,1
Koehler,634,Germany,Male,37,3,111432.77,2,1,1,167032.49,0
Warlow-Davies,613,France,Female,27,5,125167.74,1,1,0,199104.52,0
Johnson,584,France,Male,49,8,172713.44,1,1,0,113860.81,0
Ugochukwutubelum,590,France,Male,40,8,0.0,2,1,0,62933.03,0
Perkins,668,France,Male,38,10,86977.96,1,0,1,37094.75,0
Komarova,680,Germany,Male,44,0,129974.79,2,1,1,33391.38,0
Smith,749,France,Male,37,7,0.0,2,1,0,20306.79,0
Francis,465,Spain,Female,33,6,0.0,2,1,1,95500.98,0
Pai,688,Spain,Female,24,3,0.0,2,1,1,102195.16,0
Alexeeva,549,Germany,Male,54,5,92877.33,1,1,0,2619.64,1
Nnonso,850,Germany,Female,70,1,96947.58,3,1,0,62282.99,1
Tseng,815,Spain,Female,39,6,0.0,1,1,1,85167.88,0
Christian,727,Germany,Male,39,5,80615.46,2,0,0,180962.32,0
P'eng,569,Germany,Male,35,2,109196.66,3,1,0,109393.19,1
Palerma,678,Spain,Female,49,1,0.0,2,1,1,102472.9,0
Barese,559,France,Female,48,2,0.0,2,0,1,137961.41,0
Chiu,809,France,Male,43,2,0.0,2,1,1,132908.07,0
Li Fonti,667,Spain,Male,39,7,167557.12,1,1,1,41183.02,0
McIntosh,590,Spain,Female,34,6,0.0,2,1,0,171021.44,0
Sokolova,743,Spain,Male,45,7,157332.26,1,1,0,125424.42,0
Wright,657,Germany,Female,48,5,143595.87,1,0,0,101314.65,1
Olejuru,687,Spain,Male,35,8,100988.39,2,1,0,22247.27,0
Laney,807,Germany,Female,40,1,134590.21,1,1,1,46253.65,0
Lu,601,France,Female,26,8,78892.23,1,1,1,23703.52,0
Mitchell,773,France,Male,33,9,0.0,2,1,1,1118.31,0
Golibe,597,France,Male,41,4,153198.23,1,1,1,92090.36,0
Webb,701,France,Male,30,3,156660.72,2,1,0,45742.42,0
Nwachukwu,537,France,Male,39,2,0.0,2,1,1,137651.6,0
Davide,614,Spain,Female,36,1,44054.84,1,1,1,73329.08,0
Fanucci,611,Spain,Female,28,3,96381.68,2,1,0,181419.29,0
Fitts,755,Germany,Female,45,7,135643.0,1,0,0,143619.52,1
Cunningham,705,France,Female,48,0,0.0,2,0,0,149772.61,0
Hay,540,Germany,Male,37,3,129965.18,1,0,0,19374.08,0
Rapuokwu,740,France,Female,37,9,0.0,2,1,1,73225.31,0
Steele,638,Spain,Female,55,2,155828.22,1,0,1,108987.25,1
Collier,676,Spain,Female,30,5,0.0,2,0,0,179066.58,0
Atkins,680,Germany,Female,48,8,115115.38,1,1,0,139558.6,1
Lo Duca,685,Spain,Male,40,7,74896.92,1,1,0,198694.2,0
Henry,738,France,Female,67,1,130652.52,1,0,1,22762.23,0
Moretti,777,France,Female,58,4,0.0,1,1,1,62449.07,1
Kovalev,683,Spain,Female,36,7,0.0,2,1,0,104786.59,0
Napolitano,574,Germany,Male,35,5,163856.76,1,1,1,15118.2,0
Lawrence,601,France,Male,29,9,0.0,1,1,1,80393.27,0
Dellucci,634,France,Female,24,2,87413.19,1,1,0,63340.65,0
Genovesi,577,Germany,Female,43,3,127940.47,1,0,0,125140.72,1
Vanmeter,783,Spain,Female,59,9,126224.87,1,1,1,4423.63,0
Bull,677,France,Female,36,7,0.0,1,1,0,47318.75,0
Matthews,850,France,Male,36,1,104077.19,2,0,1,68594.0,0
Tung,850,Spain,Female,29,7,0.0,2,1,0,23237.25,0
Sagese,693,France,Male,21,1,0.0,2,1,1,3494.02,0
Golubev,718,Germany,Male,63,7,123204.88,1,1,1,100538.8,0
Boni,568,France,Female,38,3,132951.92,1,0,1,124486.28,0
Hill,580,France,Female,23,5,113923.81,2,0,0,196241.43,0
Larson,591,France,Female,39,4,150500.64,1,1,0,14928.8,0
Kryukova,622,France,Female,32,6,169089.38,2,1,0,101057.95,0
Calabresi,591,France,Male,40,2,99886.42,2,1,1,88695.19,0
Pugh,537,Germany,Male,66,8,103291.25,2,1,1,130664.79,0
Ts'ui,633,France,Female,37,9,156091.97,1,1,0,72008.61,0
Ch'eng,686,Germany,Female,56,5,111642.08,1,1,1,80553.87,0
Torres,714,Spain,Male,27,3,0.0,3,1,1,129130.09,0
Walker,710,Germany,Male,34,9,134260.36,2,1,0,147074.67,0
Mai,547,France,Female,48,1,179380.74,2,0,1,69263.1,0
Parkin,634,Spain,Male,63,10,0.0,2,1,0,30772.86,1
Christie,604,France,Female,32,7,127849.38,1,1,0,15798.7,0
Whitfield,616,Spain,Male,30,2,0.0,2,1,0,199099.51,0
Enyinnaya,581,France,Female,47,1,122949.14,1,0,0,180251.68,1
Fan,603,France,Male,38,8,59360.77,1,1,1,191457.06,0
Lo,622,France,Male,41,2,127087.06,1,1,0,102402.91,1
Woods,448,Spain,Male,25,2,0.0,2,0,0,95215.73,0
Chiu,560,Spain,Male,47,1,0.0,1,0,0,128882.66,1
Rice,743,France,Male,37,8,69143.91,2,0,1,105780.18,0
Ibragimova,705,France,Male,30,1,0.0,1,1,1,181300.32,0
Hay,593,Germany,Male,74,5,161434.36,2,1,1,65532.17,0
Tobenna,798,France,Female,60,6,96956.1,1,1,0,31907.44,1
Nwachukwu,520,Spain,Male,43,7,0.0,2,1,1,36202.74,0
Ku,564,France,Female,36,7,206329.65,1,1,1,46632.87,1
Macvitie,648,Spain,Male,32,8,0.0,1,1,0,133653.38,0
Yobachukwu,638,Spain,Male,35,1,0.0,2,1,0,165370.66,0
Mishina,671,France,Female,34,5,164757.56,1,1,0,110748.88,0
Corrie,540,France,Male,37,6,0.0,2,1,0,141998.89,0
Carpenter,694,France,Male,36,3,97530.25,1,1,1,117140.41,0
Fleming,827,Spain,Female,35,0,0.0,2,0,1,184514.01,0
Watterston,763,Spain,Male,37,8,0.0,2,1,1,933.38,0
Chinomso,580,Germany,Female,36,6,145387.32,2,1,1,169963.2,1
Bray,549,Germany,Female,45,3,143734.01,2,1,1,96404.38,0
Gray,792,France,Male,30,8,0.0,2,1,0,199644.2,0
Tyler,713,France,Female,42,3,0.0,2,0,0,82565.01,0
Butusov,600,France,Male,29,8,0.0,2,0,1,34747.43,0
Chidi,612,France,Male,41,5,0.0,3,0,0,151256.22,0
Bell,694,France,Male,32,0,91956.49,1,1,1,59961.81,0
Kerr,772,France,Male,43,6,0.0,2,1,1,57675.88,0
Boni,733,France,Female,24,3,161884.99,1,1,1,9617.24,0
Watt,622,France,Male,43,8,0.0,2,1,0,100618.17,0
Descoteaux,597,Spain,Male,43,2,85162.26,1,0,1,5104.08,1
Muir,636,France,Female,38,1,0.0,1,1,0,45015.38,0
Nicholls,705,Germany,Female,54,3,125889.3,3,1,0,96013.5,1
Harris,416,France,Male,32,0,0.0,2,0,1,878.87,0
Alexeyeva,481,Spain,Female,37,8,0.0,2,1,0,44215.86,0
Dickinson,565,France,Female,38,5,126645.13,1,1,1,168303.55,0
Gorshkov,712,France,Male,35,7,124616.23,1,1,1,69320.97,0
Mao,414,France,Male,38,8,0.0,1,0,1,77661.12,1
Kao,589,Spain,Female,45,1,0.0,1,0,0,125939.22,1
Cairns,597,Spain,Male,38,6,115702.67,2,1,1,25059.05,0
Abbie,818,France,Female,31,1,186796.37,1,0,0,178252.63,0
Fleming,716,France,Female,38,1,0.0,2,1,1,99661.46,0
Fang,623,France,Female,37,4,140211.88,1,1,1,93832.33,0
Long,763,France,Female,23,2,0.0,2,1,0,153983.99,0
Yobachi,449,Spain,Female,33,8,0.0,2,0,0,156792.89,0
Wilson,646,France,Male,52,8,59669.43,1,0,0,172495.81,1
Walker,598,Germany,Male,19,3,150348.37,1,1,1,173784.04,0
Tuan,721,Spain,Female,33,4,72535.45,1,1,1,103931.49,0
Willis,600,Germany,Male,57,9,138456.03,2,1,1,103548.25,0
Gregory,673,Germany,Female,41,9,98612.1,1,1,0,151349.35,0
Mason,613,France,Male,40,7,124339.9,1,0,0,193309.58,0
Su,505,Germany,Female,25,5,114268.85,2,1,1,126728.27,0
Simpson,794,Spain,Male,45,8,88656.37,2,1,0,116547.31,0
Woods,658,France,Female,35,5,126397.66,1,0,0,156361.58,1
Harris,805,Germany,Male,50,9,130023.38,1,1,0,62989.82,1
Pokrovsky,711,France,Male,36,9,137688.71,1,1,1,46884.1,0
Konovalova,635,France,Male,42,1,146766.72,2,0,1,164357.1,0
Murray,598,Spain,Male,27,8,90721.52,2,1,0,109296.18,0
Smith,688,France,Female,32,6,123157.95,1,1,0,172531.23,0
Reichard,721,Germany,Female,36,3,65253.07,2,1,0,28737.78,0
Butusov,695,France,Female,42,7,121453.63,1,0,0,46374.64,0
Okechukwu,613,Spain,Male,19,5,0.0,1,1,1,176903.35,0
Chuang,628,Germany,Female,36,3,91286.51,1,1,0,63085.94,0
Avdeeva,732,France,Male,62,2,0.0,2,1,1,25438.87,0
Ahmed,661,Spain,Female,35,5,128415.45,1,1,0,142626.49,0
Voss,588,France,Female,27,8,0.0,1,1,0,20066.38,0
Henderson,549,Spain,Female,24,9,0.0,2,1,1,14406.41,0
Willis,725,Spain,Female,36,4,118520.26,1,0,0,131173.9,1
Pisani,429,France,Male,60,7,0.0,2,1,1,163691.48,0
Hay,745,France,Female,55,9,110123.59,1,0,1,51548.14,1
Buccho,626,Spain,Male,62,3,0.0,1,1,1,65010.74,0
Hart,557,France,Female,27,3,87739.08,1,1,1,123096.56,0
Newland,550,Spain,Male,45,0,0.0,2,0,1,70399.71,0
Chuang,458,Germany,Female,28,2,171932.26,2,1,1,9578.24,0
Cameron,850,France,Male,40,6,124788.18,1,1,0,65612.12,0
Mai,543,Spain,Male,35,10,59408.63,1,1,0,76773.53,0
Cocci,687,France,Male,38,9,122570.87,1,1,1,35608.88,0
Lynch,684,Germany,Male,18,9,90544.0,1,0,1,4777.23,0
Vorobyova,850,France,Female,71,4,0.0,2,1,1,107236.87,0
McNess,683,Germany,Female,43,4,115888.04,1,1,1,117349.19,1
Jenks,691,France,Female,44,6,134066.1,2,1,1,197572.41,0
Klein,602,Germany,Female,53,5,98268.84,1,0,1,45038.29,1
Ndubuisi,609,France,Male,25,10,0.0,1,0,1,109895.16,0
Miller,730,France,Female,47,7,0.0,1,1,0,33373.26,1
Wu,692,France,Male,29,4,0.0,1,1,0,76755.99,1
White,628,Germany,Male,39,1,115341.19,1,1,1,107674.3,1
